"Date","Location","Latitude","Longitude","Trap_Type","Quinx","Aeae","Aealb","Aem","Cxn","Psc","YearMonth","UTM_E","UTM_N","NDVI","Precip","TMean","WindMean","nightlight","Elevation","trees","shrubs","grassland","cropland","built","water","wetland","LC_majority_code","LC_majority_label"
"2018-08-07","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",19,4,6,4,4,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-07","Jean jean",18.47418056,-72.54289167,"CDC LT",16,5,1,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-08","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",28,5,3,2,9,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-08","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",18,20,3,2,3,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-08","Lasalle A",18.52258333,-72.38786111,"CDC LT",33,6,2,4,17,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-08","Jean jean",18.47418056,-72.54289167,"CDC Gravid",39,7,3,0,15,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-08","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",20,2,1,3,13,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-08","Jean jean",18.47418056,-72.54289167,"CDC LT",5,0,0,0,6,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-13","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",23,5,0,0,12,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-13","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",15,7,2,0,7,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-13","Ti Cousin",18.46094444,-72.65405556,"CDC LT",22,3,0,0,13,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-13","Derriere Rac",18.53883333,-72.53266667,"CDC Gravid",17,0,1,1,16,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-13","Derriere Rac",18.53883333,-72.53266667,"BG- Sentinel",24,10,2,1,0,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-13","Derriere Rac",18.53883333,-72.53266667,"CDC LT",6,0,0,0,6,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-14","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",21,0,0,0,3,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-14","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",10,3,1,0,0,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-14","Ti Cousin",18.46094444,-72.65405556,"CDC LT",18,0,0,0,6,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-14","Derriere Rac",18.53883333,-72.53266667,"CDC Gravid",15,10,1,3,2,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-14","Derriere Rac",18.53883333,-72.53266667,"BG- Sentinel",9,11,3,0,6,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-14","Derriere Rac",18.53883333,-72.53266667,"CDC LT",0,0,0,0,0,0,"2018-08",760458.243655763,2051585.49131137,169.314186847038,143.110034744025,27.6770975836433,2.09999990463257,0.392982346181213,108.398970523441,0.323686615069517,0.00578144903071437,0.248236430581959,0.00608150749371813,0.0703182168396681,0.334376439796657,0.00889237774069528,80,"water"
"2018-08-20","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",45,2,0,5,5,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-20","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",21,4,0,21,2,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-20","Lasalle A",18.52258333,-72.38786111,"CDC LT",25,2,0,3,3,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-20","Bethel City",18.51622222,-72.55702778,"CDC Gravid",36,2,2,2,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-20","Bethel City",18.51622222,-72.55702778,"BG- Sentinel",60,8,0,1,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-20","Bethel City",18.51622222,-72.55702778,"CDC LT",24,0,0,0,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-21","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",60,11,0,0,6,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-21","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",17,19,4,2,3,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-21","Lasalle A",18.52258333,-72.38786111,"CDC LT",35,6,0,0,11,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-21","Bethel City",18.51622222,-72.55702778,"CDC Gravid",36,4,1,2,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-21","Bethel City",18.51622222,-72.55702778,"BG- Sentinel",24,3,2,4,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-21","Bethel City",18.51622222,-72.55702778,"CDC LT",6,6,5,0,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-22","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",66,13,2,2,8,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-22","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",27,15,4,4,9,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-22","Lasalle A",18.52258333,-72.38786111,"CDC LT",28,8,2,1,18,0,"2018-08",775778.667270234,2050001.74843232,154.845779390184,132.703139583117,27.4778312775095,2.12597680091858,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-08-22","Bethel City",18.51622222,-72.55702778,"CDC Gravid",20,7,5,0,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-22","Bethel City",18.51622222,-72.55702778,"BG- Sentinel",9,14,8,0,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-22","Bethel City",18.51622222,-72.55702778,"CDC LT",0,0,0,4,0,0,"2018-08",757919.302772889,2049046.84480138,170.131006802627,142.980555190482,28.0874039286516,2.0874035358429,0.319600865802004,100.539518221678,0.456189528540399,0.00787992241068905,0.381949257210114,0.01771312862248,0.0676312416999957,0.0502084922352613,0.00638059802619607,10,"trees"
"2018-08-27","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",64,2,0,0,3,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-27","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",31,19,5,0,5,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-27","Ti Cousin",18.46094444,-72.65405556,"CDC LT",35,7,0,0,4,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-27","Jean jean",18.47418056,-72.54289167,"CDC Gravid",35,3,1,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-27","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",21,25,11,4,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-27","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-28","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",59,1,0,0,17,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-28","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",26,5,2,0,7,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-28","Ti Cousin",18.46094444,-72.65405556,"CDC LT",18,0,0,0,5,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-28","Jean jean",18.47418056,-72.54289167,"CDC Gravid",20,0,0,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-28","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",18,5,0,2,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-28","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-29","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",32,0,7,1,3,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-29","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",21,16,4,1,3,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-29","Ti Cousin",18.46094444,-72.65405556,"CDC LT",21,12,4,1,5,0,"2018-08",747750.307775065,2042790.59277138,172.666553789715,152.684257156004,27.9273300203241,2.09999990463257,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-08-29","Jean jean",18.47418056,-72.54289167,"CDC Gravid",27,0,0,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-29","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",27,4,6,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-08-29","Jean jean",18.47418056,-72.54289167,"CDC LT",18,1,0,0,0,0,"2018-08",759475.837195981,2044412.12670641,167.426423451468,161.732433488388,26.4481051829393,2,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-09-03","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",37,2,0,17,2,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-03","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",12,6,0,9,7,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-03","Lasalle A",18.52258333,-72.38786111,"CDC LT",26,3,1,5,3,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-03","Chatule",18.51697222,-72.61913889,"CDC Gravid",68,3,0,0,0,0,"2018-09",751357.687970002,2049042.12681818,172.172758342896,154.610626220703,27.7389380519974,1.89999997615814,0.396599308971288,25.2184092855392,0.344967835730893,5.13002185582896e-05,0.366345507939919,0.0246357200518035,0.0721948943699462,0.180555474894835,0.00766309113822602,30,"grassland"
"2018-09-03","Chatule",18.51697222,-72.61913889,"BG- Sentinel",60,7,2,0,0,0,"2018-09",751357.687970002,2049042.12681818,172.172758342896,154.610626220703,27.7389380519974,1.89999997615814,0.396599308971288,25.2184092855392,0.344967835730893,5.13002185582896e-05,0.366345507939919,0.0246357200518035,0.0721948943699462,0.180555474894835,0.00766309113822602,30,"grassland"
"2018-09-03","Chatule",18.51697222,-72.61913889,"CDC LT",26,0,0,0,0,0,"2018-09",751357.687970002,2049042.12681818,172.172758342896,154.610626220703,27.7389380519974,1.89999997615814,0.396599308971288,25.2184092855392,0.344967835730893,5.13002185582896e-05,0.366345507939919,0.0246357200518035,0.0721948943699462,0.180555474894835,0.00766309113822602,30,"grassland"
"2018-09-04","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",23,6,1,0,17,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-04","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",8,11,7,3,9,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-04","Lasalle A",18.52258333,-72.38786111,"CDC LT",25,13,6,0,2,0,"2018-09",775778.667270234,2050001.74843232,158.097376661534,148.554443359375,27.0518546883538,1.90495628532716,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-09-04","Chatule",18.51697222,-72.61913889,"CDC Gravid",92,0,0,0,0,0,"2018-09",751357.687970002,2049042.12681818,172.172758342896,154.610626220703,27.7389380519974,1.89999997615814,0.396599308971288,25.2184092855392,0.344967835730893,5.13002185582896e-05,0.366345507939919,0.0246357200518035,0.0721948943699462,0.180555474894835,0.00766309113822602,30,"grassland"
